SEQPLT16,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m
9123,VA,VMEA Peaking Gen,7441,City of Manassas - (VA),11560,City of Manassas - (VA),11560,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,153,Prince William,38.74054,-77.508061,184289.4898,201257.6956,178292.0162,172120.1391,185419.8331,31678.90985,22227.87574,39537.10293,42879.44732,22027.27254,14879.5818,21317.12024,16713.89272,6264.023019,14931.93624,121301.0316,183936.0592,85911.4259,98129.18888,116922.7962
9124,VA,Warren County Power Station,55939,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,187,Warren,38.971667,-78.177222,136319.214,159561.7205,120915.4543,120154.3445,144620.2397,29980.41249,23915.1508,35692.14877,39693.23446,20541.09064,12045.78806,20549.04045,11796.49552,4523.281806,11089.55336,95698.98726,147801.4555,62532.72332,76125.10243,96237.72488
9125,VA,Waste Management Bethel LFGTE,56531,Virginia Electric & Power Co,19876,WM Renewable Energy LLC,54842,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,650,Hampton City,37.076352,-76.444373,145435.0225,154406.2876,181345.441,127253.9897,118670.6901,31784.78975,25122.69788,52134.74315,35729.27101,14063.46648,11732.45427,16756.65376,22372.82899,4722.17081,2926.150537,82040.76551,130562.4889,94987.57756,48277.49221,54322.25103
9126,VA,Waste Management King George LFGTE,57022,Virginia Electric & Power Co,19876,WM Renewable Energy LLC,54842,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,099,King George,38.2747,-77.3081,128760.0792,153665.3981,114873.4766,106686.6625,139797.5733,29637.3366,23988.32219,36611.1847,37600.48647,20241.24384,10841.92849,20297.14185,10828.19133,3423.792407,8629.422967,92963.94832,139572.6444,70083.04564,77459.95088,84653.24926
9127,VA,Waste Management Middle Peninsula LFGTE,57018,Virginia Electric & Power Co,19876,WM Renewable Energy LLC,54842,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,119,Middlesex,37.519714,-76.624506,111430.5991,134808.3399,99340.90429,94255.46658,117267.0072,30008.74802,27267.76069,37070.20238,35794.86838,19728.51387,9665.506591,18943.03855,10376.45713,3352.831135,5835.255392,78440.7025,122339.4108,65306.78232,55593.29137,70473.425
9128,VA,Water Treatment Plant Generators,56368,City of Manassas - (VA),11560,City of Manassas - (VA),11560,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,153,Prince William,38.760695,-77.62089,184289.4898,201257.6956,178292.0162,172120.1391,185419.8331,31678.90985,22227.87574,39537.10293,42879.44732,22027.27254,14879.5818,21317.12024,16713.89272,6264.023019,14931.93624,121301.0316,183936.0592,85911.4259,98129.18888,116922.7962
9129,VA,Waynesboro Virginia Plant,10796,Virginia Electric & Power Co,19876,Invista,50006,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,015,Augusta,38.0586,-78.8911,93406.27192,117842.0955,75040.42022,74190.01991,106528.8395,26001.78117,23130.02818,29376.84602,34780.19219,16600.40644,7491.28648,16626.34997,5989.487234,2390.316979,4765.791716,67322.82917,102950.5213,44485.89994,51763.66655,69962.23592
9130,VA,West Spring Street,3823,Town of Culpeper- (VA),4619,Town of Culpeper- (VA),4619,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,047,Culpeper,38.27,-78.035,114687.0673,138389.992,98693.29525,93156.27699,128488.8065,28624.83699,23479.43456,34551.52784,37534.96694,18825.53561,9965.619978,19715.19265,9112.110672,3181.366718,7634.806492,81990.20173,123918.1805,59476.69316,65376.5179,79148.81815
9131,VA,Western Branch High School,59904,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,550,Chesapeake City,36.848105,-76.407143,108200.2874,130601.6881,94953.28983,91576.11476,115562.3478,27722.2287,26937.67305,34204.63224,31674.53622,17924.02909,7782.281388,16652.82348,7909.695884,2650.041203,3746.780216,72538.15666,111769.8962,62744.83331,52322.60377,63245.65521
9132,VA,Wheelabrator Portsmouth,54998,Virginia Electric & Power Co,19876,Wheelabrator Environmental Systems,20541,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,740,Portsmouth City,36.8083,-76.3036,136665.1527,149937.2597,167988.0906,119617.7113,109018.0319,32556.68348,29812.25589,52245.47046,32846.7319,15206.56194,10745.35656,18418.9483,18549.93313,3337.024156,2524.098387,78220.37936,128617.8342,81877.09024,52579.69471,49740.54165
9133,VA,Whitehouse Solar Farm,60319,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,109,Louisa,38.023,-77.972,107056.6207,131462.2866,90780.089,85939.92398,120023.3533,27681.23909,24146.42403,32849.62085,35581.58592,18013.39133,8902.811034,18940.31658,7807.735947,2671.983168,6001.390073,77562.37155,117455.5452,56836.70394,62174.14607,73743.29357
9134,VA,Wolf Hills Energy,55285,Appalachian Power Co,733,"Middle River Power II, LLC",60432,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,51,191,Washington,36.6644,-82.1044,76120.54658,94688.59268,57646.8314,62453.52987,89639.69332,22684.51599,21050.51587,23308.47031,32368.85339,13862.17795,4098.793092,7926.876902,3357.278811,1874.244796,3117.570771,67138.47055,84590.1736,46428.83169,63125.3405,74133.29079
9135,VA,Woodland Solar Farm,60318,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,093,Isle of Wight,36.89,-76.611,108200.2874,130601.6881,94953.28983,91576.11476,115562.3478,27722.2287,26937.67305,34204.63224,31674.53622,17924.02909,7782.281388,16652.82348,7909.695884,2650.041203,3746.780216,72538.15666,111769.8962,62744.83331,52322.60377,63245.65521
9136,VA,Yorktown Power Station,3809,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,51,199,York,37.2144,-76.4611,114073.5047,127327.7525,134990.9297,97897.41718,95992.42816,33349.66025,28587.32077,53098.1104,36409.11592,15161.02769,12786.27114,19386.31619,24052.6311,4470.362313,3111.949134,71021.47081,114984.7109,80229.44573,40342.48843,48359.02767
9137,VT,158th Fighter Wing Solar Farm,60542,Green Mountain Power Corp,7601,158th Fighter Wing,60301,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.477705,-73.153412,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9138,VT,Apple Hill Solar,61037,Green Mountain Power Corp,7601,Ecos Energy LLC,58135,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,003,Bennington,42.9077,-73.2041,132645.1625,164987.4469,113985.7405,117830.6386,133704.8444,32723.84489,20212.63964,40490.47304,43909.60508,26249.59673,13937.52208,20917.93927,13735.6965,5465.183252,15595.84206,91823.64438,147708.6261,64134.9363,58539.36222,96824.29864
9139,VT,Ascutney,3708,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,027,Windsor,43.4011,-72.4203,114609.3729,146946.4134,96135.20257,98272.67579,117034.302,31929.62195,19341.14972,40651.40939,43475.0899,24205.84117,11609.42684,20975.82828,10847.07525,4635.170345,9936.387526,77927.29949,124650.6757,56958.897,45327.52936,84703.95398
9140,VT,Ball Mountain Hydro,59040,Green Mountain Power Corp,7601,Blue Heron Hydro LLC,58877,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,025,Windham,43.126944,-72.776111,122432.5224,153890.8033,103663.6593,107780.2317,124341.1631,32583.46625,19473.48584,41435.29052,44686.31533,24694.49085,12939.09675,21229.4045,13011.2425,5393.503614,12079.95689,83701.38153,132341.5734,62154.88722,51003.99745,89255.41219
9141,VT,Barton Solar Farm,59741,"Vermont Electric Cooperative, Inc",19791,"Barton Solar, LLC",59508,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,019,Orleans,44.725418,-72.184044,77973.10244,110620.1883,71038.55706,51236.31384,78947.6571,29590.13924,19622.15948,46094.31286,32775.02989,19783.94674,7965.13614,19589.55866,7281.778556,2063.587485,2899.644599,57118.64523,90654.51849,43260.87267,30352.49824,64088.86885
9142,VT,Beldens,6451,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,001,Addison,44.0525,-73.1762,97450.85798,135245.8828,84945.50868,72587.73276,96971.03613,31842.66969,21325.05437,46084.09831,37180.90171,22704.25777,10077.21587,23605.02912,8892.319615,3004.742472,4768.842552,68309.16245,115481.0542,47948.79186,33668.59793,76064.16673
9143,VT,Bellows Falls,3745,Green Mountain Power Corp,7601,"TransCanada Hydro Northeast Inc.,",50048,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,025,Windham,43.1375,-72.4464,141645.0556,171843.7077,124638.4933,130018.9807,140008.7925,33077.67622,18723.25237,43069.22479,44935.96167,25543.73576,14317.5599,21955.24117,15068.493,5688.531592,14480.80381,92977.84169,140849.5703,72176.1794,63478.39549,95339.05275
9144,VT,Berlin 5,3734,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,023,Washington,44.251,-72.6027,91059.61125,128106.2386,75410.69514,67695.58459,92984.46067,30054.94348,20699.24193,41095.93724,36333.70369,22020.16327,8956.297963,21826.67745,6928.063081,2717.737597,4321.129083,64963.16328,108101.6046,42946.92398,35695.91312,73031.22036
9145,VT,Bolton Falls,7056,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,023,Washington,44.359381,-72.81673,91059.61125,128106.2386,75410.69514,67695.58459,92984.46067,30054.94348,20699.24193,41095.93724,36333.70369,22020.16327,8956.297963,21826.67745,6928.063081,2717.737597,4321.129083,64963.16328,108101.6046,42946.92398,35695.91312,73031.22036
9146,VT,Boltonville Hydro Associates,50539,Green Mountain Power Corp,7601,Boltonville Hydro Associates,1966,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,017,Orange,44.1706,-72.0994,86302.44901,118058.6076,71204.18522,63519.53167,92394.44713,29410.5751,18528.68149,39127.93707,36504.78601,23430.90368,8310.672271,17966.50262,6765.971885,2601.949296,5885.474915,63317.35963,97821.21775,44985.59842,36497.35523,73852.12372
9147,VT,Cadys Falls,3765,Village of Morrisville - (VT),12989,Village of Morrisville - (VT),12989,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,015,Lamoille,44.577553,-72.611861,75502.27673,114628.8225,54136.15517,53010.76651,80215.32195,27319.71088,22074.08884,33752.00735,32698.78939,20650.81445,8025.369725,22045.67515,4662.370864,2114.559963,3243.747134,55412.89272,96848.50499,30300.50449,28795.92555,65542.24741
9148,VT,Canaan,3750,Public Service Co of NH,15472,Public Service Co of NH,15472,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,009,Essex,44.999274,-71.530164,53075.62195,82907.14689,35507.61747,32709.89262,61160.41117,25604.06823,21424.01701,31137.94723,30036.05465,19736.65393,6305.107949,17816.37038,3274.902216,1588.227263,2513.976164,43725.65587,70875.55074,23213.14123,23332.89609,57086.01364
9149,VT,Cavendish,3710,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,027,Windsor,43.381225,-72.598242,114609.3729,146946.4134,96135.20257,98272.67579,117034.302,31929.62195,19341.14972,40651.40939,43475.0899,24205.84117,11609.42684,20975.82828,10847.07525,4635.170345,9936.387526,77927.29949,124650.6757,56958.897,45327.52936,84703.95398
9150,VT,Chace Mill Winooski One,54355,City of Burlington Electric - (VT),2548,City of Burlington Electric - (VT),2548,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.49,-73.1875,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9151,VT,Charlotte Solar LLC VT,59719,Green Mountain Power Corp,7601,Charlotte Solar LLC,59488,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.321972,-73.197608,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9152,VT,Chester Power Partners,59755,Green Mountain Power Corp,7601,Chester Power Partners LLC,59522,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,027,Windsor,43.280929,-72.59757,114609.3729,146946.4134,96135.20257,98272.67579,117034.302,31929.62195,19341.14972,40651.40939,43475.0899,24205.84117,11609.42684,20975.82828,10847.07525,4635.170345,9936.387526,77927.29949,124650.6757,56958.897,45327.52936,84703.95398
9153,VT,Chittenden County Solar Partners,57481,Green Mountain Power Corp,7601,Chittenden County Solar Partners LLC,56795,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.436111,-73.145277,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9154,VT,Claire Solar Farm,59477,Green Mountain Power Corp,7601,Claire Solar Partners LLC,59241,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.426111,-73.156389,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9155,VT,Clarendon Solar Farm,59476,Green Mountain Power Corp,7601,"Clarendon Solar Farm, LLC",59240,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,021,Rutland,43.539722,-72.955833,107442.1835,142583.982,87512.08786,89137.94394,110490.1497,31659.40674,20098.92478,39306.58643,42460.73724,24723.79593,10940.6292,20744.8273,9428.151788,4180.227748,9379.823398,75313.98394,124637.1791,51443.06604,42451.21277,82604.46483
9156,VT,Clark Falls,3711,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.6356,-73.12,81319.94969,122108.7822,59193.47951,60031.59781,83926.65815,27081.62383,22705.91581,32285.39474,32915.62576,20296.2343,8425.9371,23636.97323,4858.232237,2252.089009,2913.856551,56462.31997,102751.0859,29032.46443,28464.62559,65485.88661
9157,VT,Colchester 16,3735,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.4906,-73.1703,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9158,VT,Cold River Road Solar,60912,Green Mountain Power Corp,7601,AEP Onsite Partners,60571,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,021,Rutland,43.5857,-72.952,102540.8845,138178.6043,83823.35276,82816.8983,105301.1777,31342.29448,20187.66317,40025.59127,41091.37906,24013.58342,10172.63319,21260.08715,8432.636356,3638.359968,7327.939826,71990.21437,119436.9797,48723.50836,40323.03706,79369.53947
9159,VT,"Coventry Photovoltaic, LLC",60411,Washington Electric Coop - (VT),20151,Soltage LLC,60163,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,019,Orleans,44.910152,-72.21975,62410.78237,97953.08076,42852.17611,40832.67997,67988.33906,25940.26459,22605.29438,31134.07719,30638.98407,19257.07347,7057.982436,20412.61088,3729.326868,1700.583849,2359.078508,48772.52242,83040.03991,26962.10806,25674.93896,59152.69602
9160,VT,Deerfield Wind LLC,61039,Green Mountain Power Corp,7601,Avangrid Renewables LLC,15399,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,003,Bennington,42.877215,-72.993721,137839.0033,169222.0602,120314.7976,123545.85,138205.9732,33274.50722,19400.9682,42958.96133,45332.09798,25369.26047,14579.14457,21999.41329,15533.13929,5752.944822,14963.73665,92354.68851,145357.5158,67006.33329,61834.81561,95172.9689
9161,VT,Deweys Mill,10137,Green Mountain Power Corp,7601,Hydro Energies Inc,9093,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,027,Windsor,43.6411,-72.4061,109807.115,141681.9566,92232.31135,92821.90379,112444.3229,32284.4452,19345.44635,42121.5143,43267.4242,24361.85792,11014.21369,21224.73312,10071.07213,4232.447697,8484.243873,74444.15752,118705.0348,52519.10686,43572.1053,82914.10898
9162,VT,East Barnet,788,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,005,Caledonia,44.326335,-72.035894,86302.44901,118058.6076,71204.18522,63519.53167,92394.44713,29410.5751,18528.68149,39127.93707,36504.78601,23430.90368,8310.672271,17966.50262,6765.971885,2601.949296,5885.474915,63317.35963,97821.21775,44985.59842,36497.35523,73852.12372
9163,VT,Elizabeth Mines Solar 1,61124,Green Mountain Power Corp,7601,"Elizabeth Mines Solar 1, LLC",60734,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,017,Orange,43.823611,-72.33111,100730.2217,132639.4499,90901.26751,77640.81916,101682.3681,32248.37783,19419.44304,46441.80442,40163.65571,22916.23441,10305.4711,21225.98633,10653.53757,3350.739949,5954.41347,69235.32304,109702.5984,50777.26267,40000.48363,76419.1981
9164,VT,Essex Junction 19,3737,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.4821,-73.1164,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9165,VT,Fairfax Falls,3712,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,011,Franklin,44.6534,-72.9961,81319.94969,122108.7822,59193.47951,60031.59781,83926.65815,27081.62383,22705.91581,32285.39474,32915.62576,20296.2343,8425.9371,23636.97323,4858.232237,2252.089009,2913.856551,56462.31997,102751.0859,29032.46443,28464.62559,65485.88661
9166,VT,Florence,7337,"Vermont Electric Power Co, Inc",19792,Omya Inc,19794,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,021,Rutland,43.7089,-73.0631,102540.8845,138178.6043,83823.35276,82816.8983,105301.1777,31342.29448,20187.66317,40025.59127,41091.37906,24013.58342,10172.63319,21260.08715,8432.636356,3638.359968,7327.939826,71990.21437,119436.9797,48723.50836,40323.03706,79369.53947
9167,VT,Georgia Mountain Community Wind Farm,58238,Green Mountain Power Corp,7601,"Georgia Mountain Community Wind, LLC",58212,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.661667,-73.07,81319.94969,122108.7822,59193.47951,60031.59781,83926.65815,27081.62383,22705.91581,32285.39474,32915.62576,20296.2343,8425.9371,23636.97323,4858.232237,2252.089009,2913.856551,56462.31997,102751.0859,29032.46443,28464.62559,65485.88661
9168,VT,Gilman Mill,10608,Green Mountain Power Corp,7601,Ampersand Gilman Hydro LP,56467,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,009,Essex,44.4122,-71.7228,76217.74837,107545.0791,61287.88099,53228.45578,82781.81847,27649.09815,18770.22122,36810.10919,33500.93049,21464.33848,7254.082376,17366.60696,5230.262111,2081.610575,4312.675514,56648.11981,89228.92652,38035.30776,31932.48282,67242.29079
9169,VT,Glen,3714,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,021,Rutland,43.6368,-72.9758,102540.8845,138178.6043,83823.35276,82816.8983,105301.1777,31342.29448,20187.66317,40025.59127,41091.37906,24013.58342,10172.63319,21260.08715,8432.636356,3638.359968,7327.939826,71990.21437,119436.9797,48723.50836,40323.03706,79369.53947
9170,VT,GMP Solar - Hartford,60874,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,027,Windsor,43.632074,-72.418566,109807.115,141681.9566,92232.31135,92821.90379,112444.3229,32284.4452,19345.44635,42121.5143,43267.4242,24361.85792,11014.21369,21224.73312,10071.07213,4232.447697,8484.243873,74444.15752,118705.0348,52519.10686,43572.1053,82914.10898
9171,VT,GMP Solar - Panton,60562,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,001,Addison,44.085795,-73.195385,97450.85798,135245.8828,84945.50868,72587.73276,96971.03613,31842.66969,21325.05437,46084.09831,37180.90171,22704.25777,10077.21587,23605.02912,8892.319615,3004.742472,4768.842552,68309.16245,115481.0542,47948.79186,33668.59793,76064.16673
9172,VT,GMP Solar - Richmond,60547,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.42691,-73.008489,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9173,VT,GMP Solar - Williamstown,60877,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,017,Orange,44.136051,-72.510509,100730.2217,132639.4499,90901.26751,77640.81916,101682.3681,32248.37783,19419.44304,46441.80442,40163.65571,22916.23441,10305.4711,21225.98633,10653.53757,3350.739949,5954.41347,69235.32304,109702.5984,50777.26267,40000.48363,76419.1981
9174,VT,GMP Solar - Williston,60875,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.465485,-73.103241,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9175,VT,Gorge 18,6475,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.489997,-73.169312,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9176,VT,Great Falls (VT),3762,Village of Lyndonville - (VT),11359,Village of Lyndonville - (VT),11359,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,005,Caledonia,44.500222,-71.998921,77973.10244,110620.1883,71038.55706,51236.31384,78947.6571,29590.13924,19622.15948,46094.31286,32775.02989,19783.94674,7965.13614,19589.55866,7281.778556,2063.587485,2899.644599,57118.64523,90654.51849,43260.87267,30352.49824,64088.86885
9177,VT,Harriman,3746,Green Mountain Power Corp,7601,"TransCanada Hydro Northeast Inc.,",50048,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,025,Windham,42.7936,-72.9144,137839.0033,169222.0602,120314.7976,123545.85,138205.9732,33274.50722,19400.9682,42958.96133,45332.09798,25369.26047,14579.14457,21999.41329,15533.13929,5752.944822,14963.73665,92354.68851,145357.5158,67006.33329,61834.81561,95172.9689
9178,VT,Highgate Falls,6618,Village of Swanton - (VT),18371,Village of Swanton - (VT),18371,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,011,Franklin,44.933611,-73.051111,81319.94969,122108.7822,59193.47951,60031.59781,83926.65815,27081.62383,22705.91581,32285.39474,32915.62576,20296.2343,8425.9371,23636.97323,4858.232237,2252.089009,2913.856551,56462.31997,102751.0859,29032.46443,28464.62559,65485.88661
9179,VT,Huntington Falls,50713,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,001,Addison,44.0703,-73.1961,97450.85798,135245.8828,84945.50868,72587.73276,96971.03613,31842.66969,21325.05437,46084.09831,37180.90171,22704.25777,10077.21587,23605.02912,8892.319615,3004.742472,4768.842552,68309.16245,115481.0542,47948.79186,33668.59793,76064.16673
9180,VT,J C McNeil,589,Green Mountain Power Corp,7601,City of Burlington Electric - (VT),2548,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,007,Chittenden,44.4917,-73.208056,102304.5076,143165.9833,81839.49158,81602.26118,102567.3268,29166.36341,21621.32443,37989.99774,35134.43918,21831.79485,9090.17696,23430.34347,6038.980685,2728.104633,4123.038532,70222.0743,121622.3716,44359.3601,37680.3344,77156.70938
9181,VT,Kingdom Community Wind,57979,Green Mountain Power Corp,7601,Green Mountain Power Corp,7601,ISO New England Inc.,ISNE,NPCC,NEWE,NPCC New England,ISONE,50,019,Orleans,44.748333,-72.425278,75502.27673,114628.8225,54136.15517,53010.76651,80215.32195,27319.71088,22074.08884,33752.00735,32698.78939,20650.81445,8025.369725,22045.67515,4662.370864,2114.559963,3243.747134,55412.89272,96848.50499,30300.50449,28795.92555,65542.24741
